Name,Roll,Time
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:57
12345,00:34:58
12345,00:34:58
12345,00:35:07
12345,00:35:07
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:08
12345,00:35:09
12345,00:35:09
12345,00:35:09
12345,00:35:09
12345,00:35:09
12345,00:35:09
12345,00:35:09
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:46
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:47
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:48
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:49
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:50
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:51
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:52
12345,00:39:53
12345,00:39:53
12345,00:39:53
42109-2487-1,00:39:54
42109-2487-1,00:39:54
42109-2487-1,00:39:54
42109-2487-1,00:39:54
42109-2487-12,00:39:55
12345,00:39:55
42109-2487-12,00:39:55
42109-2487-12,00:39:55
42109-2487-12,00:39:55
12345,00:39:55
42109-2487-1,00:39:56
42109-2487-1,00:39:56
12345,00:39:56
12345,00:39:56
42109-2487-1,00:39:56
42109-2487-1,00:39:56
42109-2487-1,00:39:56
12345,00:39:56
42109-2487-1,00:39:56
42109-2487-1,00:39:56
42109-2487-1,00:39:56
42109-2487-1,00:39:57
42109-2487-1,00:39:57
42109-2487-1,00:39:57
12345,00:39:57
42109-2487-1,00:39:57
42109-2487-1,00:39:57
42109-2487-1,00:39:57
42109-2487-1,00:39:57
42109-2487-1,00:39:58
42109-2487-1,00:39:58
12345,00:39:59
12345,00:39:59
12345,00:39:59
12345,00:39:59
12345,00:39:59
12345,00:39:59
12345,00:39:59
12345,00:40:01
97,00:41:29
42109-2487-1,00:41:29
42109-2487-12,00:41:29
97,00:41:29
97,00:41:29
42109-2487-12,00:41:29
97,00:41:29
97,00:41:29
97,00:41:30
42109-2487-1,00:41:30
42109-2487-1,00:41:30
42109-2487-1,00:41:30
97,00:41:30
97,00:41:30
42109-2487-1,00:41:30
42109-2487-1,00:41:30
97,00:41:30
97,00:41:30
42109-2487-1,00:41:30
42109-2487-1,00:41:30
42109-2487-1,00:41:30
97,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
97,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:31
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:32
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:33
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-12,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:34
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:35
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:41:36
42109-2487-1,00:44:08
42109-2487-1,00:44:09
42109-2487-1,00:44:09
42109-2487-1,00:44:09
42109-2487-1,00:44:09
42109-2487-1,00:44:10
42109-2487-1,00:44:10
42109-2487-1,00:44:12
42109-2487-1,00:44:12
42109-2487-1,00:44:12
42109-2487-1,00:44:12
42109-2487-1,00:44:12
42109-2487-1,00:44:12
42109-2487-1,00:56:07
42109-2487-1,00:56:07
42109-2487-1,00:56:07
42109-2487-1,00:56:07
42109-2487-1,00:56:08
42109-2487-1,00:56:08
42109-2487-1,00:56:08
42109-2487-1,00:56:08
42109-2487-1,00:56:08
42109-2487-1,00:56:09
42109-2487-1,00:56:09
42109-2487-1,00:56:09
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:11
15,01:10:12
15,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:12
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:13
42109-2434-13123,01:10:14
42109-2434-13123,01:10:14
42109-2434-13123,01:10:14
42109-2434-13123,01:10:14
42109-2434-13123,01:10:14
42109-2434-13123,01:10:15
42109-2434-13123,01:10:15
42109-2434-13123,01:10:15
42109-2434-13123,01:10:15
42109-2434-13123,01:10:15
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:16
42109-2434-13123,01:10:17
1,01:10:17
1,01:10:17
1,01:10:17
1,01:10:17
1,01:10:18
1,01:10:18
1,01:10:18
42109-2434-13123,01:10:18
42109-2434-13123,01:10:18
1,01:10:18
42109-2434-13123,01:10:18
1,01:10:18
1,01:10:18
1,01:10:18
1,01:10:18
1,01:10:18
1,01:10:18
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:19
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:20
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:21
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:22
1,01:10:23
1,01:10:23
1,01:10:23
15,01:12:29
15,01:12:29
15,01:12:29
15,01:12:29
15,01:12:29
15,01:12:30
15,01:12:30
15,01:12:30
15,01:12:30
15,01:12:30
15,01:12:30
15,01:12:30
15,01:12:30
15,01:24:32
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:24:33
15,01:30:53
15,01:30:53
15,01:30:54
15,01:30:54
15,01:30:54
15,01:30:55
15,01:30:55
15,01:30:55
15,01:30:55
15,01:30:55
15,01:30:55
42109-2434-1,01:30:56
42109-2434-1,01:30:56
42109-2434-1,01:30:56
42109-2434-1,01:30:56
42109-2434-1,01:30:56
42109-2434-1,01:30:56
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:38
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:39
42109-2434-1,01:39:50
42109-2434-1,01:39:50
42109-2434-1,01:39:50
42109-2434-1,01:39:50
42109-2434-1,01:39:51
42109-2434-1,01:39:51
42109-2434-1,01:39:51
42109-2434-1,01:39:51
42109-2434-1,01:39:51
42109-2434-1,01:40:02
42109-2434-1,01:40:02
42109-2434-1,01:40:03
42109-2434-1,01:40:03
42109-2434-1,01:40:15
42109-2434-1,01:40:15
42109-2434-1,01:40:15
42109-2434-1,01:40:16
42109-2434-1,01:40:16
42109-2434-1,01:49:42
42109-2434-1,01:49:42
42109-2434-1,01:49:42
42109-2434-1,01:49:42
